indicator,road,model_type,MAPE_test_%,SMAPE_test_%,AIC,resid_std
loss_12,Окт,AAA,295.993273922452,65.25847931085987,1098.0595610992305,693.1825039085351
loss_12,Клнг,AAA,1873942602766.7515,86.47618749955414,801.5115812290933,74.1513496650195
loss_12,Моск,AAA,44.21307107196151,48.88315925277429,1134.5131427972894,1190.1636821406892
loss_12,Горьк,AAA,12049230340901.588,69.09345694551004,1006.4933721812562,470.70729638838003
loss_12,Сев,AAA,4220.860039620494,68.83915172775122,1049.3633581771658,310.5620625343403
loss_12,С-Кав,AAA,17039018330474.426,92.27916585336074,1091.8814581391366,667.258045026205
loss_12,Ю-Вост,AAA,1198810547393.48,50.949840775843484,960.0522357793175,201.7208793829682
loss_12,Прив,AAA,7897949031816.637,47.730477622407136,1187.817849267225,540.0834272160436
loss_12,Кбш,AAA,1113445232151.3867,61.40878900809135,1075.240603303386,602.9653496398766
loss_12,Сверд,AAA,13941888779858.5,103.2028131962996,1138.0360712050617,569.55538440459
loss_12,Ю-Ур,AAA,3419906593666.1426,86.64703245199834,1034.28889061561,1330.6019306696471
loss_12,З-Сиб,AAA,5685596059974.241,95.79169995273334,1054.815726511919,412.9558577271052
loss_12,Крас,AAA,19304665063699.77,105.80994809934494,1044.34523969685,480.08256729482474
loss_12,В-Сиб,AAA,8327849533398.112,79.06266626595043,1091.0453069319888,652.9327111704225
loss_12,Заб,AAA,20398723369217.332,134.57828804322762,1221.4928706937649,1449.5569394556474
loss_12,Двост,AAA,24753767708154.0,106.26914776506891,1234.885880658081,1622.9635434376435
