indicator,road,model_type,MAPE_test_%,SMAPE_test_%,AIC,resid_std
loss_tech,Окт,AAA,6971103560242.147,99.07404297572695,1177.2551943895612,704.181585374655
loss_tech,Клнг,AAA,952222395482.6044,111.71944210788236,887.6860504831001,199.36179759976923
loss_tech,Моск,AAA,17555077167035.857,134.4272003139671,1179.0438123999866,1921.3655866238864
loss_tech,Горьк,AAA,1319556369292.61,87.88323159801189,1053.0972966977301,699.3896976594558
loss_tech,Сев,AAA,10961347954608.7,105.23237163045363,1132.5832461123828,758.0507493989745
loss_tech,С-Кав,AAA,3432242054537.742,76.51408430723072,1167.933051286748,417.7049354080694
loss_tech,Ю-Вост,AAA,2890002782832.7627,108.30713953542312,1009.0195675071548,386.0195822388586
loss_tech,Прив,AAA,23546899608603.562,96.5387121074731,1226.174627987435,1505.5967003729734
loss_tech,Кбш,AAA,25363264587738.51,78.10516498490384,1147.435979554958,687.8685586772071
loss_tech,Сверд,AAA,16080748475689.268,95.5188102790102,1169.1560995462883,1345.0237591023294
loss_tech,Ю-Ур,AAA,2538696214290.0845,87.99106159552919,1106.3586015172905,608.6169956057116
loss_tech,З-Сиб,AAA,5747818343514.826,74.78410944504014,1112.4851404419,730.1974612487821
loss_tech,Крас,AAA,11565107991348.219,83.0832729958801,1054.8697355003756,413.1866084066003
loss_tech,В-Сиб,AAA,13649614220894.861,84.3878824955268,1129.5795975056394,671.385602936171
loss_tech,Заб,AAA,53244315625949.25,102.24533041236583,1252.3343118116625,2453.9915738269797
loss_tech,Двост,AAA,20170116381812.01,77.42439872602182,1234.8032434973045,1027.6647322046956
