iter	Passed	Remaining
1671	25337	4970
1672	25353	4955
1673	25368	4940
1674	25383	4925
1675	25398	4910
1676	25414	4895
1677	25429	4879
1678	25444	4864
1679	25460	4849
1680	25474	4834
1681	25489	4818
1682	25504	4803
1683	25518	4788
1684	25533	4773
1685	25548	4758
1686	25563	4742
1687	25578	4727
1688	25593	4712
1689	25608	4697
1690	25623	4682
1691	25638	4666
1692	25652	4651
1693	25668	4636
1694	25684	4621
1695	25698	4606
1696	25713	4591
1697	25728	4576
1698	25743	4560
1699	25758	4545
1700	25772	4530
1701	25790	4515
1702	25805	4500
1703	25819	4485
1704	25834	4469
1705	25849	4454
1706	25864	4439
1707	25879	4424
1708	25894	4409
1709	25909	4393
1710	25923	4378
1711	25941	4363
1712	25956	4348
1713	25971	4333
1714	25986	4318
1715	26001	4303
1716	26016	4288
1717	26032	4273
1718	26047	4257
1719	26062	4242
1720	26077	4227
1721	26092	4212
1722	26107	4197
1723	26121	4181
1724	26136	4166
1725	26151	4151
1726	26166	4136
1727	26181	4121
1728	26196	4105
1729	26210	4090
1730	26225	4075
1731	26240	4060
1732	26254	4045
1733	26269	4029
1734	26284	4014
1735	26299	3999
1736	26314	3984
1737	26328	3969
1738	26343	3953
1739	26357	3938
1740	26372	3923
1741	26387	3908
1742	26402	3893
1743	26417	3877
1744	26432	3862
1745	26446	3847
1746	26461	3832
1747	26476	3817
1748	26491	3801
1749	26506	3786
1750	26521	3771
1751	26536	3756
1752	26550	3741
1753	26565	3725
1754	26579	3710
1755	26594	3695
1756	26610	3680
1757	26625	3665
1758	26647	3651
1759	26663	3635
1760	26679	3620
1761	26694	3605
1762	26709	3590
1763	26724	3575
1764	26739	3560
1765	26753	3544
1766	26769	3529
1767	26783	3514
1768	26798	3499
1769	26813	3484
1770	26829	3469
1771	26843	3453
1772	26858	3438
1773	26873	3423
1774	26888	3408
1775	26903	3393
1776	26919	3378
1777	26933	3362
1778	26949	3347
1779	26964	3332
1780	26979	3317
1781	26994	3302
1782	27009	3287
1783	27024	3272
1784	27039	3256
1785	27053	3241
1786	27069	3226
1787	27083	3211
1788	27097	3196
1789	27112	3180
1790	27127	3165
1791	27142	3150
1792	27157	3135
1793	27171	3120
1794	27185	3104
1795	27199	3089
1796	27215	3074
1797	27230	3059
1798	27245	3044
1799	27260	3028
1800	27275	3013
1801	27289	2998
1802	27304	2983
1803	27319	2968
1804	27333	2952
1805	27347	2937
1806	27362	2922
1807	27376	2907
1808	27391	2892
1809	27406	2876
1810	27420	2861
1811	27434	2846
1812	27449	2831
1813	27464	2816
1814	27479	2800
1815	27494	2785
1816	27509	2770
1817	27524	2755
1818	27538	2740
1819	27553	2725
1820	27568	2709
1821	27582	2694
1822	27598	2679
1823	27613	2664
1824	27628	2649
1825	27643	2634
1826	27658	2618
1827	27672	2603
1828	27687	2588
1829	27702	2573
1830	27716	2558
1831	27731	2543
1832	27746	2527
1833	27762	2512
1834	27778	2497
1835	27794	2482
1836	27814	2468
1837	27841	2453
1838	27857	2438
1839	27872	2423
1840	27887	2408
1841	27902	2393
1842	27918	2378
1843	27933	2363
1844	27948	2347
1845	27963	2332
1846	27978	2317
1847	27994	2302
1848	28008	2287
1849	28023	2272
1850	28038	2256
1851	28053	2241
1852	28067	2226
1853	28083	2211
1854	28098	2196
1855	28113	2181
1856	28127	2166
1857	28143	2150
1858	28158	2135
1859	28172	2120
1860	28187	2105
1861	28203	2090
1862	28218	2075
1863	28233	2059
1864	28248	2044
1865	28263	2029
1866	28278	2014
1867	28293	1999
1868	28308	1984
1869	28322	1968
1870	28337	1953
1871	28352	1938
1872	28368	1923
1873	28382	1908
1874	28397	1893
1875	28414	1878
1876	28429	1863
1877	28444	1847
1878	28459	1832
1879	28474	1817
1880	28488	1802
1881	28503	1787
1882	28518	1771
1883	28533	1756
1884	28548	1741
1885	28563	1726
1886	28577	1711
1887	28591	1696
1888	28606	1680
1889	28622	1665
1890	28637	1650
1891	28652	1635
1892	28667	1620
1893	28682	1605
1894	28697	1590
1895	28712	1574
1896	28728	1559
1897	28743	1544
1898	28757	1529
1899	28772	1514
1900	28787	1499
1901	28802	1484
1902	28816	1468
1903	28831	1453
1904	28846	1438
1905	28861	1423
1906	28876	1408
1907	28891	1393
1908	28905	1377
1909	28921	1362
1910	28936	1347
1911	28951	1332
1912	28966	1317
1913	28981	1302
1914	28996	1287
1915	29011	1271
1916	29026	1256
1917	29040	1241
1918	29055	1226
1919	29070	1211
1920	29085	1196
1921	29100	1180
1922	29114	1165
1923	29129	1150
1924	29144	1135
1925	29159	1120
1926	29174	1105
1927	29189	1090
1928	29204	1074
1929	29219	1059
1930	29237	1044
1931	29252	1029
1932	29267	1014
1933	29282	999
1934	29304	984
1935	29321	969
1936	29336	954
1937	29351	939
1938	29367	923
1939	29382	908
1940	29397	893
1941	29411	878
1942	29426	863
1943	29441	848
1944	29456	832
1945	29471	817
1946	29486	802
1947	29500	787
1948	29515	772
1949	29530	757
1950	29545	742
1951	29560	726
1952	29575	711
1953	29590	696
1954	29607	681
1955	29621	666
1956	29637	651
1957	29651	636
1958	29667	620
1959	29681	605
1960	29695	590
1961	29711	575
1962	29725	560
1963	29740	545
1964	29755	530
1965	29771	514
1966	29785	499
1967	29800	484
1968	29815	469
1969	29831	454
1970	29845	439
1971	29859	423
1972	29874	408
1973	29888	393
1974	29903	378
1975	29918	363
1976	29933	348
1977	29948	333
1978	29963	317
1979	29978	302
1980	29993	287
1981	30007	272
1982	30021	257
1983	30037	242
1984	30051	227
1985	30066	211
1986	30081	196
1987	30096	181
1988	30111	166
1989	30126	151
1990	30141	136
1991	30156	121
1992	30171	105
1993	30188	90
1994	30202	75
1995	30217	60
1996	30233	45
1997	30248	30
1998	30262	15
1999	30277	0
