indicator,road,model_type,MAPE_test_%,SMAPE_test_%,AIC,resid_std
train_km,Окт,AAA,12.450656302946745,11.498843893471252,2526.344274819008,1119601.8148032634
train_km,Клнг,AAA,10.540283572292942,9.840718541014454,2285.735550620383,425816.07774366933
train_km,Моск,AAA,12.86208323910126,14.436927686233798,2484.861464834573,5907956.285053301
train_km,Горьк,AAA,11.507391565497265,13.889636600636093,2287.04964441181,2980527.600276775
train_km,Сев,AAA,11.455136003071969,10.433390917271224,2428.7345165226643,692736.4079594382
train_km,С-Кав,AAA,12.74725501758279,12.651874333376592,2396.3284809408624,1031861.8373628891
train_km,Ю-Вост,AAA,5.734027522105178,5.420768257797351,2357.5941639557436,390393.2091183691
train_km,Прив,AAA,11.39668077381316,12.743114746528331,2568.7495051255505,9085703.643900763
train_km,Кбш,AAA,8.570310040576,9.491960546074866,2426.6824404543363,2152105.2123598913
train_km,Сверд,AAA,13.266441522292382,13.486827100942008,2416.855166666622,2704021.168526757
train_km,Ю-Ур,AAA,8.594281813216858,8.028940527241993,2445.857651975571,722920.5038169271
train_km,З-Сиб,AAA,8.142271272631826,7.5290410950027296,2398.43614784889,782030.0820117376
train_km,Крас,AAA,8.45797375052431,7.999912163822083,2367.5818703024147,531166.0739201205
train_km,В-Сиб,AAA,9.663134535018227,9.270159757600656,2422.2431407270096,1093022.6482399127
train_km,Заб,AAA,9.477609834470725,9.330356283460857,2447.772439581317,1077808.8066998275
train_km,Двост,AAA,13.487233294449513,13.75112047895769,2395.297186766661,1403339.806068391
