indicator,road,date,forecast,lower_95,upper_95
train_km,Окт,2026-01-01,13868794.272371659,13338024.146511497,14623554.176840577
train_km,Окт,2026-02-01,14259584.057037253,13254737.086972935,15058415.750017062
train_km,Окт,2026-03-01,14498322.670308564,13196733.883677116,15173813.909303019
train_km,Окт,2026-04-01,14773847.457918938,13137197.79545482,15256765.076528048
train_km,Окт,2026-05-01,15052426.421063302,13020833.226493536,15356800.21867743
train_km,Окт,2026-06-01,14705029.733589413,12991098.709352951,15265180.944246834
train_km,Окт,2026-07-01,14673042.157905607,13056316.402135644,15388837.888821028
train_km,Окт,2026-08-01,14841200.117609434,12711541.064060902,15568175.868957266
train_km,Окт,2026-09-01,14469040.784595523,12463980.356137656,15153360.578353994
train_km,Окт,2026-10-01,14355640.118256278,12450455.85703251,15037059.046311889
train_km,Окт,2026-11-01,14721257.76243174,12537244.067278514,15517390.152680898
train_km,Окт,2026-12-01,14708211.572293252,12770694.571257576,15611826.9013677
train_km,Клнг,2026-01-01,3037383.190713574,2711110.94642556,3197849.5593935438
train_km,Клнг,2026-02-01,2880908.878150383,2450419.4237196194,3340735.4678384233
train_km,Клнг,2026-03-01,2765950.0642344705,2610861.460539584,3435335.0849585556
train_km,Клнг,2026-04-01,2781625.5444763983,2565445.8924643067,3294266.906102944
train_km,Клнг,2026-05-01,2799529.466454882,2589801.365999084,3245797.6589435367
train_km,Клнг,2026-06-01,2788705.8499532924,2624033.3651529555,3118822.778255695
train_km,Клнг,2026-07-01,2700010.636286273,2508689.762695505,3120726.0107704
train_km,Клнг,2026-08-01,2604582.8864547242,2387123.6898321784,3085457.0925228177
train_km,Клнг,2026-09-01,2585474.3995720055,2448664.001928995,3245372.486563295
train_km,Клнг,2026-10-01,2586211.015224245,2332060.5695001064,3230289.9657639526
train_km,Клнг,2026-11-01,2613761.816790244,2449183.748968447,3395638.6466581253
train_km,Клнг,2026-12-01,2742358.5773360827,2351027.203031104,3489424.006465461
train_km,Заб,2026-01-01,10105885.415841214,9069290.858340565,10904175.823516918
train_km,Заб,2026-02-01,10402165.958038967,8807553.955019703,11574285.152320791
train_km,Заб,2026-03-01,10410404.914492024,8789110.543638568,11572501.963776272
train_km,Заб,2026-04-01,10386773.597952453,8621788.15353701,11535521.23946128
train_km,Заб,2026-05-01,10728062.892462686,8740303.881920217,11483801.359067902
train_km,Заб,2026-06-01,10727350.788639415,8431837.549942432,11293898.672697129
train_km,Заб,2026-07-01,10010172.32551709,8486231.359741235,10758716.743671611
train_km,Заб,2026-08-01,9664563.839816274,8436424.992431726,9946154.890412208
train_km,Заб,2026-09-01,9430482.610498326,8357700.545893444,9821894.405408682
train_km,Заб,2026-10-01,9469672.400216851,8440686.090010077,10131098.527923979
train_km,Заб,2026-11-01,9751856.367070127,8218282.88205324,10554120.439966386
train_km,Заб,2026-12-01,9853982.796114003,8312315.841392415,10754276.418688102
train_km,Двост,2026-01-01,9752399.226228066,8853703.266924892,11041822.79165097
train_km,Двост,2026-02-01,9850248.857849134,8820250.90624714,11564023.130543232
train_km,Двост,2026-03-01,10524605.001119161,9732735.045804594,11661842.32271204
train_km,Двост,2026-04-01,10488981.1325954,9551333.922242202,11573095.184269533
train_km,Двост,2026-05-01,10379208.949324152,9689101.447515918,11101146.82835713
train_km,Двост,2026-06-01,10357422.947015177,9955398.216349969,10584465.921111243
train_km,Двост,2026-07-01,9405691.687065566,9026745.98543946,10168708.474273749
train_km,Двост,2026-08-01,9196360.412649816,8642944.154344091,9809490.34752072
train_km,Двост,2026-09-01,8900317.88491288,8668509.847473435,10203284.59487032
train_km,Двост,2026-10-01,8924712.644976407,8706240.158504704,10198089.755974164
train_km,Двост,2026-11-01,9155442.176545015,8605390.127547758,10045342.391532788
train_km,Двост,2026-12-01,9045341.559141256,7609888.678284153,10668703.27872273
loss_12,Окт,2026-01-01,1489.288462478608,1102.8394590678959,2341.956277141473
loss_12,Окт,2026-02-01,1122.8732734036307,813.686915121806,2000.1471006363986
loss_12,Окт,2026-03-01,1410.471694170605,1240.312543234642,1887.6641745787874
loss_12,Окт,2026-04-01,1574.2722806233805,1455.824860480649,1810.5351394379763
loss_12,Окт,2026-05-01,1384.8733078510963,1182.351363082963,1948.3353233391708
loss_12,Окт,2026-06-01,1039.6203891346613,561.9761498484443,1717.3057473682316
loss_12,Окт,2026-07-01,614.5956560281659,338.18981309860493,1355.315774211804
loss_12,Окт,2026-08-01,533.0702893371785,250.56166475208707,1055.789081651224
loss_12,Окт,2026-09-01,556.3265597025609,329.50547107977746,1117.361045594904
loss_12,Окт,2026-10-01,559.0722986537733,310.46457316462244,1460.1982292663001
loss_12,Окт,2026-11-01,554.3039970746685,285.21187599229154,2032.909670623247
loss_12,Окт,2026-12-01,680.888862476899,346.1556259216793,1396.4588437254558
loss_12,Клнг,2026-01-01,107.73586914145338,107.1001280049801,249.89925853766425
loss_12,Клнг,2026-02-01,200.22517460340373,153.63239128074392,306.2196938500283
loss_12,Клнг,2026-03-01,200.86480572701652,201.69149563271418,438.26099345899587
loss_12,Клнг,2026-04-01,215.32781482349864,267.89124761854976,457.13108740093844
loss_12,Клнг,2026-05-01,210.55643928303326,226.7627501834088,348.48869862877564
loss_12,Клнг,2026-06-01,166.15407319839926,182.14660656356403,238.0642340509961
loss_12,Клнг,2026-07-01,87.655470720086,70.07064726275307,123.255985543745
loss_12,Клнг,2026-08-01,41.527820487180755,34.75470750215108,84.94796334418191
loss_12,Клнг,2026-09-01,29.367100694767537,25.513689438298922,181.6961028014324
loss_12,Клнг,2026-10-01,32.94478324369562,21.307564829832312,224.9538801083106
loss_12,Клнг,2026-11-01,29.3201324330565,27.9010158926297,209.7150236339926
loss_12,Клнг,2026-12-01,13.78399248764822,10.943498600376653,205.198901639317
loss_12,Заб,2026-01-01,1074.266462832315,546.2090366683178,2088.078873717919
loss_12,Заб,2026-02-01,1476.7688153054098,794.8289733567344,2478.6191854186836
loss_12,Заб,2026-03-01,1600.216153913075,1267.5468111184528,2877.1049772432552
loss_12,Заб,2026-04-01,1581.5434654154153,1232.418194321608,2441.0175855999014
loss_12,Заб,2026-05-01,1784.4088153442153,1323.4612563418004,2366.85419774365
loss_12,Заб,2026-06-01,1927.0644305249293,1244.8430548104143,2867.7194783205086
loss_12,Заб,2026-07-01,1820.4844628395572,1089.6626100074673,2403.9640370195925
loss_12,Заб,2026-08-01,1120.3729379822685,378.8957789451351,1762.7043209937337
loss_12,Заб,2026-09-01,919.9606938178488,270.336002042392,1603.375557596878
loss_12,Заб,2026-10-01,883.2762962177632,241.23139195230615,1179.2184372706715
loss_12,Заб,2026-11-01,871.2574000380798,280.21488972819446,989.0150441448318
loss_12,Заб,2026-12-01,1005.6498615096739,396.98890225656896,1287.4586204474267
loss_12,Двост,2026-01-01,1350.4866904941932,1763.462567350171,2510.3674102735813
loss_12,Двост,2026-02-01,2515.127849122586,2485.6110550686462,3367.4544880483213
loss_12,Двост,2026-03-01,3351.814923777907,3137.313873040716,3814.6211835584763
loss_12,Двост,2026-04-01,3586.772999833834,2490.725007646021,4372.031121870363
loss_12,Двост,2026-05-01,2857.0697539426665,2538.2892284074933,4019.61318349904
loss_12,Двост,2026-06-01,1816.488273735245,1907.7775972268942,3307.5297933608254
loss_12,Двост,2026-07-01,1863.395314038902,1604.2492599870525,2903.1174229097346
loss_12,Двост,2026-08-01,1246.798891441802,962.7277981432511,3012.265841180042
